ID;JobFamily;JobFamilyDescription;JobClass;JobClassDescription;PayGrade;EducationLevel;Experience;OrgImpact;ProblemSolving;Supervision;ContactLevel;FinancialBudget;PG
792;15;Systems Analyst;66;Systems Analyst V;10;5;5;6;6;7;8;11;PG10
793;1;Accounting And Finance;1;Accountant I;5;3;1;3;3;4;3;5;PG05
794;1;Accounting And Finance;2;Accountant II;6;4;1;5;4;5;7;7;PG06
795;1;Accounting And Finance;3;Accountant III;8;4;2;6;5;6;7;10;PG08
796;1;Accounting And Finance;4;Accountant IV;10;5;5;6;6;7;8;11;PG10
797;2;Administrative Support;5;Admin Support I;1;1;0;1;1;1;1;1;PG01
798;2;Administrative Support;6;Admin Support II;2;1;1;1;1;1;2;3;PG02
799;2;Administrative Support;7;Admin Support III;3;1;2;1;2;1;3;3;PG03
800;2;Administrative Support;8;Administrative Support IV;4;4;0;1;2;1;3;5;PG04
801;2;Administrative Support;9;Administrative Support V;5;4;0;4;3;5;7;7;PG05
802;3;Baker;10;Baker I;4;2;0;1;4;1;1;2;PG04
803;3;Baker;11;Baker II;6;2;0;3;4;1;6;4;PG06
804;3;Baker;12;Baker III;9;2;0;4;5;5;6;10;PG09
805;4;Buildings And Facilities;13;Facilities I;5;1;0;3;4;3;7;4;PG05
806;4;Buildings And Facilities;14;Facilities II;6;3;0;3;4;5;6;7;PG06
807;4;Buildings And Facilities;15;Facilities III;9;4;0;4;5;7;6;10;PG09
808;4;Buildings And Facilities;16;Facilities IV;10;5;0;6;6;7;8;11;PG10
809;4;Buildings And Facilities;44;Maintenance Services I;2;1;0;1;2;1;1;1;PG02
810;4;Buildings And Facilities;45;Maintenance Services II;3;1;1;1;2;1;1;1;PG03
811;4;Buildings And Facilities;46;Maintenance Services III;4;1;1;3;3;4;3;2;PG04
812;4;Buildings And Facilities;47;Maintenance Services IV;5;3;2;3;4;5;8;4;PG05
813;5;Buyer;17;Buyer II;5;2;1;3;3;4;3;5;PG05
814;5;Buyer;18;Buyer III;8;4;0;6;5;6;7;8;PG08
815;5;Buyer;19;Buyer IV;9;4;10;6;5;6;7;9;PG09
816;6;Cashier;20;Cashier I;1;1;2;2;1;2;1;1;PG01
817;6;Cashier;21;Cashier II;3;3;3;2;3;4;2;1;PG03
818;6;Cashier;22;Cashier III;6;4;2;4;4;5;7;7;PG06
819;7;Communications And Media;23;Communications I;4;2;0;1;3;4;4;1;PG04
820;7;Communications And Media;24;Communications II;5;4;0;1;2;1;3;4;PG05
821;7;Communications And Media;25;Communications III;8;5;2;5;5;6;7;10;PG08
822;7;Communications And Media;26;Photographer  I;2;1;0;1;1;1;1;1;PG02
823;7;Communications And Media;27;Photographer II;3;1;1;1;2;1;3;3;PG03
824;7;Communications And Media;28;Photographer III;5;4;0;1;3;1;4;3;PG05
825;7;Communications And Media;29;Photographer IV;7;4;0;3;4;5;7;7;PG07
826;7;Communications And Media;30;Printing II;2;1;0;1;2;1;1;1;PG02
827;7;Communications And Media;31;Printing III;4;1;0;3;3;4;5;4;PG04
828;7;Communications And Media;32;Printing IV;5;2;0;3;4;4;5;4;PG05
829;8;Corporate Research;33;Data Scientist;10;6;5;6;6;7;7;11;PG10
830;8;Corporate Research;34;Research  Analyst I;2;1;0;1;1;1;1;1;PG02
831;8;Corporate Research;35;Research  Analyst II;4;3;0;3;2;1;1;1;PG04
832;8;Corporate Research;36;Research  Analyst Iii;5;4;2;3;4;4;1;2;PG05
833;8;Corporate Research;37;Research  Analyst IV;8;6;5;4;5;6;7;11;PG08
834;9;Finance  And Accounting;38;Financial  Officer I;5;4;1;3;4;4;3;5;PG05
835;9;Finance  And Accounting;39;Financial  Officer II;6;4;2;3;4;5;6;7;PG06
836;9;Finance  And Accounting;40;Financial  Officer III;9;4;3;6;5;6;7;10;PG09
837;10;Human Resources;41;Human Resources I;5;4;2;3;3;4;3;1;PG05
838;10;Human Resources;42;Human Resources II;7;4;3;4;4;4;7;1;PG07
839;10;Human Resources;43;Human Resources III;8;5;5;6;5;4;7;10;PG08
840;11;Meat Cutter;48;Meat Cutter I;5;4;1;3;3;4;3;3;PG05
841;11;Meat Cutter;49;Meat Cutter II;7;4;3;4;4;4;7;7;PG07
842;11;Meat Cutter;50;Meat Cutter III;9;5;5;6;5;6;7;10;PG09
843;11;Meat Cutter;51;Meat Cutter IV;10;5;5;6;6;7;8;11;PG10
844;12;Produce;52;Produce I;3;1;1;3;3;4;4;2;PG03
845;12;Produce;53;Produce II;6;4;1;4;4;4;6;2;PG06
846;12;Produce;54;Produce III;7;4;3;4;4;5;6;7;PG07
847;12;Produce;55;Produce IV;9;4;5;6;5;6;6;10;PG09
848;12;Produce;56;Produce V;10;5;8;6;6;7;8;11;PG10
849;13;Secretary;57;Secretary II;3;1;2;3;2;1;2;4;PG03
850;13;Secretary;58;Secretary III;5;2;3;3;3;4;3;5;PG05
851;14;Stockkeeping;59;StockKeeper I;4;3;0;1;2;1;3;1;PG04
852;14;Stockkeeping;60;StockKeeper II;5;3;0;3;3;1;7;5;PG05
853;14;Stockkeeping;61;StockKeeper III;8;4;0;4;5;6;7;7;PG08
854;15;Systems Analyst;62;Systems Analyst I;3;1;1;1;2;1;1;1;PG03
855;15;Systems Analyst;63;Systems Analyst II;5;4;1;3;3;4;3;4;PG05
856;15;Systems Analyst;64;Systems Analyst III;6;5;2;4;4;5;7;5;PG06
857;15;Systems Analyst;65;Systems Analyst IV;8;5;5;6;5;6;7;7;PG08
858;15;Systems Analyst;66;Systems Analyst V;10;5;5;6;6;7;8;11;PG10
859;1;Accounting And Finance;1;Accountant I;5;3;1;3;3;4;3;5;PG05
860;1;Accounting And Finance;2;Accountant II;6;4;1;5;4;5;7;7;PG06
861;1;Accounting And Finance;3;Accountant III;8;4;2;6;5;6;7;10;PG08
862;1;Accounting And Finance;4;Accountant IV;10;5;5;6;6;7;8;11;PG10
863;2;Administrative Support;5;Admin Support I;1;1;0;1;1;1;1;1;PG01
864;2;Administrative Support;6;Admin Support II;2;1;1;1;1;1;2;3;PG02
865;2;Administrative Support;7;Admin Support III;3;1;2;1;2;1;3;3;PG03
866;2;Administrative Support;8;Administrative Support IV;4;4;0;1;2;1;3;5;PG04
867;2;Administrative Support;9;Administrative Support V;5;4;0;4;3;5;7;7;PG05
868;3;Baker;10;Baker I;4;2;0;1;4;1;1;2;PG04
869;3;Baker;11;Baker II;6;2;0;3;4;1;6;4;PG06
870;3;Baker;12;Baker III;9;2;0;4;5;5;6;10;PG09
871;4;Buildings And Facilities;13;Facilities I;5;1;0;3;4;3;7;4;PG05
872;4;Buildings And Facilities;14;Facilities II;6;3;0;3;4;5;6;7;PG06
873;4;Buildings And Facilities;15;Facilities III;9;4;0;4;5;7;6;10;PG09
874;4;Buildings And Facilities;16;Facilities IV;10;5;0;6;6;7;8;11;PG10
875;4;Buildings And Facilities;44;Maintenance Services I;2;1;0;1;2;1;1;1;PG02
876;4;Buildings And Facilities;45;Maintenance Services II;3;1;1;1;2;1;1;1;PG03
877;4;Buildings And Facilities;46;Maintenance Services III;4;1;1;3;3;4;3;2;PG04
878;4;Buildings And Facilities;47;Maintenance Services IV;5;3;2;3;4;5;8;4;PG05
879;5;Buyer;17;Buyer II;5;2;1;3;3;4;3;5;PG05
880;5;Buyer;18;Buyer III;8;4;0;6;5;6;7;8;PG08
881;5;Buyer;19;Buyer IV;9;4;10;6;5;6;7;9;PG09
882;6;Cashier;20;Cashier I;1;1;2;2;1;2;1;1;PG01
883;6;Cashier;21;Cashier II;3;3;3;2;3;4;2;1;PG03
884;6;Cashier;22;Cashier III;6;4;2;4;4;5;7;7;PG06
885;7;Communications And Media;23;Communications I;4;2;0;1;3;4;4;1;PG04
886;7;Communications And Media;24;Communications II;5;4;0;1;2;1;3;4;PG05
887;7;Communications And Media;25;Communications III;8;5;2;5;5;6;7;10;PG08
888;7;Communications And Media;26;Photographer  I;2;1;0;1;1;1;1;1;PG02
889;7;Communications And Media;27;Photographer II;3;1;1;1;2;1;3;3;PG03
890;7;Communications And Media;28;Photographer III;5;4;0;1;3;1;4;3;PG05
891;7;Communications And Media;29;Photographer IV;7;4;0;3;4;5;7;7;PG07
892;7;Communications And Media;30;Printing II;2;1;0;1;2;1;1;1;PG02
893;7;Communications And Media;31;Printing III;4;1;0;3;3;4;5;4;PG04
894;7;Communications And Media;32;Printing IV;5;2;0;3;4;4;5;4;PG05
895;8;Corporate Research;33;Data Scientist;10;6;5;6;6;7;7;11;PG10
896;8;Corporate Research;34;Research  Analyst I;2;1;0;1;1;1;1;1;PG02
897;8;Corporate Research;35;Research  Analyst II;4;3;0;3;2;1;1;1;PG04
898;8;Corporate Research;36;Research  Analyst Iii;5;4;2;3;4;4;1;2;PG05
899;8;Corporate Research;37;Research  Analyst IV;8;6;5;4;5;6;7;11;PG08
900;9;Finance  And Accounting;38;Financial  Officer I;5;4;1;3;4;4;3;5;PG05
901;9;Finance  And Accounting;39;Financial  Officer II;6;4;2;3;4;5;6;7;PG06
902;9;Finance  And Accounting;40;Financial  Officer III;9;4;3;6;5;6;7;10;PG09
903;10;Human Resources;41;Human Resources I;5;4;2;3;3;4;3;1;PG05
904;10;Human Resources;42;Human Resources II;7;4;3;4;4;4;7;1;PG07
905;10;Human Resources;43;Human Resources III;8;5;5;6;5;4;7;10;PG08
906;11;Meat Cutter;48;Meat Cutter I;5;4;1;3;3;4;3;3;PG05
907;11;Meat Cutter;49;Meat Cutter II;7;4;3;4;4;4;7;7;PG07
908;11;Meat Cutter;50;Meat Cutter III;9;5;5;6;5;6;7;10;PG09
909;11;Meat Cutter;51;Meat Cutter IV;10;5;5;6;6;7;8;11;PG10
910;12;Produce;52;Produce I;3;1;1;3;3;4;4;2;PG03
911;12;Produce;53;Produce II;6;4;1;4;4;4;6;2;PG06
912;12;Produce;54;Produce III;7;4;3;4;4;5;6;7;PG07
913;12;Produce;55;Produce IV;9;4;5;6;5;6;6;10;PG09
914;12;Produce;56;Produce V;10;5;8;6;6;7;8;11;PG10
915;13;Secretary;57;Secretary II;3;1;2;3;2;1;2;4;PG03
916;13;Secretary;58;Secretary III;5;2;3;3;3;4;3;5;PG05
917;14;Stockkeeping;59;StockKeeper I;4;3;0;1;2;1;3;1;PG04
918;14;Stockkeeping;60;StockKeeper II;5;3;0;3;3;1;7;5;PG05
919;14;Stockkeeping;61;StockKeeper III;8;4;0;4;5;6;7;7;PG08
920;15;Systems Analyst;62;Systems Analyst I;3;1;1;1;2;1;1;1;PG03
921;15;Systems Analyst;63;Systems Analyst II;5;4;1;3;3;4;3;4;PG05
922;15;Systems Analyst;64;Systems Analyst III;6;5;2;4;4;5;7;5;PG06
923;15;Systems Analyst;65;Systems Analyst IV;8;5;5;6;5;6;7;7;PG08
924;15;Systems Analyst;66;Systems Analyst V;10;5;5;6;6;7;8;11;PG10
925;1;Accounting And Finance;1;Accountant I;5;3;1;3;3;4;3;5;PG05
926;1;Accounting And Finance;2;Accountant II;6;4;1;5;4;5;7;7;PG06
927;1;Accounting And Finance;3;Accountant III;8;4;2;6;5;6;7;10;PG08
928;1;Accounting And Finance;4;Accountant IV;10;5;5;6;6;7;8;11;PG10
929;2;Administrative Support;5;Admin Support I;1;1;0;1;1;1;1;1;PG01
930;2;Administrative Support;6;Admin Support II;2;1;1;1;1;1;2;3;PG02
931;2;Administrative Support;7;Admin Support III;3;1;2;1;2;1;3;3;PG03
932;2;Administrative Support;8;Administrative Support IV;4;4;0;1;2;1;3;5;PG04
933;2;Administrative Support;9;Administrative Support V;5;4;0;4;3;5;7;7;PG05
934;3;Baker;10;Baker I;4;2;0;1;4;1;1;2;PG04
935;3;Baker;11;Baker II;6;2;0;3;4;1;6;4;PG06
936;3;Baker;12;Baker III;9;2;0;4;5;5;6;10;PG09
937;4;Buildings And Facilities;13;Facilities I;5;1;0;3;4;3;7;4;PG05
938;4;Buildings And Facilities;14;Facilities II;6;3;0;3;4;5;6;7;PG06
939;4;Buildings And Facilities;15;Facilities III;9;4;0;4;5;7;6;10;PG09
940;4;Buildings And Facilities;16;Facilities IV;10;5;0;6;6;7;8;11;PG10
941;4;Buildings And Facilities;44;Maintenance Services I;2;1;0;1;2;1;1;1;PG02
942;4;Buildings And Facilities;45;Maintenance Services II;3;1;1;1;2;1;1;1;PG03
943;4;Buildings And Facilities;46;Maintenance Services III;4;1;1;3;3;4;3;2;PG04
944;4;Buildings And Facilities;47;Maintenance Services IV;5;3;2;3;4;5;8;4;PG05
945;5;Buyer;17;Buyer II;5;2;1;3;3;4;3;5;PG05
946;5;Buyer;18;Buyer III;8;4;0;6;5;6;7;8;PG08
947;5;Buyer;19;Buyer IV;9;4;10;6;5;6;7;9;PG09
948;6;Cashier;20;Cashier I;1;1;2;2;1;2;1;1;PG01
949;6;Cashier;21;Cashier II;3;3;3;2;3;4;2;1;PG03
950;6;Cashier;22;Cashier III;6;4;2;4;4;5;7;7;PG06
951;7;Communications And Media;23;Communications I;4;2;0;1;3;4;4;1;PG04
952;7;Communications And Media;24;Communications II;5;4;0;1;2;1;3;4;PG05
953;7;Communications And Media;25;Communications III;8;5;2;5;5;6;7;10;PG08
954;7;Communications And Media;26;Photographer  I;2;1;0;1;1;1;1;1;PG02
955;7;Communications And Media;27;Photographer II;3;1;1;1;2;1;3;3;PG03
956;7;Communications And Media;28;Photographer III;5;4;0;1;3;1;4;3;PG05
957;7;Communications And Media;29;Photographer IV;7;4;0;3;4;5;7;7;PG07
958;7;Communications And Media;30;Printing II;2;1;0;1;2;1;1;1;PG02
959;7;Communications And Media;31;Printing III;4;1;0;3;3;4;5;4;PG04
960;7;Communications And Media;32;Printing IV;5;2;0;3;4;4;5;4;PG05
961;8;Corporate Research;33;Data Scientist;10;6;5;6;6;7;7;11;PG10
962;8;Corporate Research;34;Research  Analyst I;2;1;0;1;1;1;1;1;PG02
963;8;Corporate Research;35;Research  Analyst II;4;3;0;3;2;1;1;1;PG04
964;8;Corporate Research;36;Research  Analyst Iii;5;4;2;3;4;4;1;2;PG05
965;8;Corporate Research;37;Research  Analyst IV;8;6;5;4;5;6;7;11;PG08
966;9;Finance  And Accounting;38;Financial  Officer I;5;4;1;3;4;4;3;5;PG05
967;9;Finance  And Accounting;39;Financial  Officer II;6;4;2;3;4;5;6;7;PG06
968;9;Finance  And Accounting;40;Financial  Officer III;9;4;3;6;5;6;7;10;PG09
969;10;Human Resources;41;Human Resources I;5;4;2;3;3;4;3;1;PG05
970;10;Human Resources;42;Human Resources II;7;4;3;4;4;4;7;1;PG07
971;10;Human Resources;43;Human Resources III;8;5;5;6;5;4;7;10;PG08
972;11;Meat Cutter;48;Meat Cutter I;5;4;1;3;3;4;3;3;PG05
973;11;Meat Cutter;49;Meat Cutter II;7;4;3;4;4;4;7;7;PG07
974;11;Meat Cutter;50;Meat Cutter III;9;5;5;6;5;6;7;10;PG09
975;11;Meat Cutter;51;Meat Cutter IV;10;5;5;6;6;7;8;11;PG10
976;12;Produce;52;Produce I;3;1;1;3;3;4;4;2;PG03
977;12;Produce;53;Produce II;6;4;1;4;4;4;6;2;PG06
978;12;Produce;54;Produce III;7;4;3;4;4;5;6;7;PG07
979;12;Produce;55;Produce IV;9;4;5;6;5;6;6;10;PG09
980;12;Produce;56;Produce V;10;5;8;6;6;7;8;11;PG10
981;13;Secretary;57;Secretary II;3;1;2;3;2;1;2;4;PG03
982;13;Secretary;58;Secretary III;5;2;3;3;3;4;3;5;PG05
983;14;Stockkeeping;59;StockKeeper I;4;3;0;1;2;1;3;1;PG04
984;14;Stockkeeping;60;StockKeeper II;5;3;0;3;3;1;7;5;PG05
985;14;Stockkeeping;61;StockKeeper III;8;4;0;4;5;6;7;7;PG08
986;15;Systems Analyst;62;Systems Analyst I;3;1;1;1;2;1;1;1;PG03
987;15;Systems Analyst;63;Systems Analyst II;5;4;1;3;3;4;3;4;PG05
988;15;Systems Analyst;64;Systems Analyst III;6;5;2;4;4;5;7;5;PG06
989;15;Systems Analyst;65;Systems Analyst IV;8;5;5;6;5;6;7;7;PG08
990;15;Systems Analyst;66;Systems Analyst V;10;5;5;6;6;7;8;11;PG10
991;1;Accounting And Finance;1;Accountant I;5;3;1;3;3;4;3;5;PG05
992;1;Accounting And Finance;2;Accountant II;6;4;1;5;4;5;7;7;PG06
993;1;Accounting And Finance;3;Accountant III;8;4;2;6;5;6;7;10;PG08
994;1;Accounting And Finance;4;Accountant IV;10;5;5;6;6;7;8;11;PG10
995;2;Administrative Support;5;Admin Support I;1;1;0;1;1;1;1;1;PG01
996;2;Administrative Support;6;Admin Support II;2;1;1;1;1;1;2;3;PG02
997;2;Administrative Support;7;Admin Support III;3;1;2;1;2;1;3;3;PG03
998;2;Administrative Support;8;Administrative Support IV;4;4;0;1;2;1;3;5;PG04
999;2;Administrative Support;9;Administrative Support V;5;4;0;4;3;5;7;7;PG05
1000;3;Baker;10;Baker I;4;2;0;1;4;1;1;2;PG04
1001;3;Baker;11;Baker II;6;2;0;3;4;1;6;4;PG06
1002;3;Baker;12;Baker III;9;2;0;4;5;5;6;10;PG09
1003;4;Buildings And Facilities;13;Facilities I;5;1;0;3;4;3;7;4;PG05
1004;4;Buildings And Facilities;14;Facilities II;6;3;0;3;4;5;6;7;PG06
1005;4;Buildings And Facilities;15;Facilities III;9;4;0;4;5;7;6;10;PG09
1006;4;Buildings And Facilities;16;Facilities IV;10;5;0;6;6;7;8;11;PG10
1007;4;Buildings And Facilities;44;Maintenance Services I;2;1;0;1;2;1;1;1;PG02
1008;4;Buildings And Facilities;45;Maintenance Services II;3;1;1;1;2;1;1;1;PG03
1009;4;Buildings And Facilities;46;Maintenance Services III;4;1;1;3;3;4;3;2;PG04
1010;4;Buildings And Facilities;47;Maintenance Services IV;5;3;2;3;4;5;8;4;PG05
1011;5;Buyer;17;Buyer II;5;2;1;3;3;4;3;5;PG05
1012;5;Buyer;18;Buyer III;8;4;0;6;5;6;7;8;PG08
1013;5;Buyer;19;Buyer IV;9;4;10;6;5;6;7;9;PG09
1014;6;Cashier;20;Cashier I;1;1;2;2;1;2;1;1;PG01
1015;6;Cashier;21;Cashier II;3;3;3;2;3;4;2;1;PG03
1016;6;Cashier;22;Cashier III;6;4;2;4;4;5;7;7;PG06
1017;7;Communications And Media;23;Communications I;4;2;0;1;3;4;4;1;PG04
1018;7;Communications And Media;24;Communications II;5;4;0;1;2;1;3;4;PG05
1019;7;Communications And Media;25;Communications III;8;5;2;5;5;6;7;10;PG08
1020;7;Communications And Media;26;Photographer  I;2;1;0;1;1;1;1;1;PG02
1021;7;Communications And Media;27;Photographer II;3;1;1;1;2;1;3;3;PG03
1022;7;Communications And Media;28;Photographer III;5;4;0;1;3;1;4;3;PG05
1023;7;Communications And Media;29;Photographer IV;7;4;0;3;4;5;7;7;PG07
1024;7;Communications And Media;30;Printing II;2;1;0;1;2;1;1;1;PG02
1025;7;Communications And Media;31;Printing III;4;1;0;3;3;4;5;4;PG04
1026;7;Communications And Media;32;Printing IV;5;2;0;3;4;4;5;4;PG05
1027;8;Corporate Research;33;Data Scientist;10;6;5;6;6;7;7;11;PG10
1028;8;Corporate Research;34;Research  Analyst I;2;1;0;1;1;1;1;1;PG02
1029;8;Corporate Research;35;Research  Analyst II;4;3;0;3;2;1;1;1;PG04
1030;8;Corporate Research;36;Research  Analyst Iii;5;4;2;3;4;4;1;2;PG05
1031;8;Corporate Research;37;Research  Analyst IV;8;6;5;4;5;6;7;11;PG08
1032;9;Finance  And Accounting;38;Financial  Officer I;5;4;1;3;4;4;3;5;PG05
1033;9;Finance  And Accounting;39;Financial  Officer II;6;4;2;3;4;5;6;7;PG06
1034;9;Finance  And Accounting;40;Financial  Officer III;9;4;3;6;5;6;7;10;PG09
1035;10;Human Resources;41;Human Resources I;5;4;2;3;3;4;3;1;PG05
1036;10;Human Resources;42;Human Resources II;7;4;3;4;4;4;7;1;PG07
1037;10;Human Resources;43;Human Resources III;8;5;5;6;5;4;7;10;PG08
1038;11;Meat Cutter;48;Meat Cutter I;5;4;1;3;3;4;3;3;PG05
1039;11;Meat Cutter;49;Meat Cutter II;7;4;3;4;4;4;7;7;PG07
1040;11;Meat Cutter;50;Meat Cutter III;9;5;5;6;5;6;7;10;PG09
1041;11;Meat Cutter;51;Meat Cutter IV;10;5;5;6;6;7;8;11;PG10
1042;12;Produce;52;Produce I;3;1;1;3;3;4;4;2;PG03
1043;12;Produce;53;Produce II;6;4;1;4;4;4;6;2;PG06
1044;12;Produce;54;Produce III;7;4;3;4;4;5;6;7;PG07
1045;12;Produce;55;Produce IV;9;4;5;6;5;6;6;10;PG09
1046;12;Produce;56;Produce V;10;5;8;6;6;7;8;11;PG10
1047;13;Secretary;57;Secretary II;3;1;2;3;2;1;2;4;PG03
1048;13;Secretary;58;Secretary III;5;2;3;3;3;4;3;5;PG05
1049;14;Stockkeeping;59;StockKeeper I;4;3;0;1;2;1;3;1;PG04
1050;14;Stockkeeping;60;StockKeeper II;5;3;0;3;3;1;7;5;PG05
1051;14;Stockkeeping;61;StockKeeper III;8;4;0;4;5;6;7;7;PG08
1052;15;Systems Analyst;62;Systems Analyst I;3;1;1;1;2;1;1;1;PG03
1053;15;Systems Analyst;63;Systems Analyst II;5;4;1;3;3;4;3;4;PG05
1054;15;Systems Analyst;64;Systems Analyst III;6;5;2;4;4;5;7;5;PG06
1055;15;Systems Analyst;65;Systems Analyst IV;8;5;5;6;5;6;7;7;PG08
1056;15;Systems Analyst;66;Systems Analyst V;10;5;5;6;6;7;8;11;PG10
